Jugador,Nacionalidad,Posicion,Equipo,Competicion,Edad,Partidos jugados,Minutos jugados,Titularidades,Goles,Asistencias,Atajadas,Penales atajados,Penales convertidos,Penales ejecutados,Entradas (tackles),Tarjetas amarillas,Tarjetas rojas,Regates exitosos,Pases completados,Intercepciones,Nac_Esperada,Es_autoctono
Keinan Davis,eng ENG,FW,Udinese,Serie A,27.0,21,963,9,2,1,,,0,0,9,2,0,16,186,1,it ITA,False
Leif Davis,eng ENG,DF,Ipswich Town,Premier League,25.0,31,2563,30,1,2,,,0,0,45,5,1,13,854,25,eng ENG,True
Zuriko Davitashvili,ge GEO,"FW,MF",Saint-Étienne,Ligue 1,24.0,31,2598,30,9,6,,,2,2,22,1,0,46,708,12,fr FRA,False
Paweł Dawidowicz,pl POL,"DF,MF",Hellas Verona,Serie A,29.0,24,1679,22,0,0,,,0,0,42,6,1,2,628,20,it ITA,False
Craig Dawson,eng ENG,DF,Wolves,Premier League,35.0,15,971,10,0,0,,,0,0,15,2,0,1,484,9,eng ENG,True
Kevin De Bruyne,be BEL,"MF,FW",Manchester City,Premier League,33.0,26,1628,18,4,7,,,0,0,17,2,0,13,865,7,eng ENG,False
Bobby De Cordova-Reid,jm JAM,FW,Leicester City,Premier League,32.0,23,744,9,1,2,,,0,0,9,2,0,0,145,0,eng ENG,False
Charles De Ketelaere,be BEL,"MF,FW",Atalanta,Serie A,24.0,33,1896,23,7,5,,,0,0,12,1,0,41,688,3,it ITA,False
Rodrigo De Paul,ar ARG,MF,Atlético Madrid,La Liga,30.0,31,1870,20,3,4,,,0,0,28,6,0,10,1280,5,es ESP,False
Théo De Percin,mq MTQ,GK,Auxerre,Ligue 1,24.0,2,180,2,0,0,5.0,1.0,0,0,0,0,0,0,31,0,fr FRA,False
Mattia De Sciglio,it ITA,DF,Empoli,Serie A,32.0,16,769,7,1,0,,,0,0,18,0,0,1,233,8,it ITA,True
Lorenzo De Silvestri,it ITA,DF,Bologna,Serie A,36.0,17,1015,13,1,0,,,0,0,11,1,0,1,436,10,it ITA,True
Thibault De Smet,be BEL,DF,Reims,Ligue 1,26.0,5,192,2,0,0,,,0,0,6,0,0,0,105,4,fr FRA,False
Koni De Winter,be BEL,DF,Genoa,Serie A,22.0,23,1989,22,3,0,,,0,0,33,6,0,5,1048,23,it ITA,False
Amar Dedić,ba BIH,DF,Marseille,Ligue 1,22.0,9,287,2,0,1,,,0,0,5,0,0,9,175,3,fr FRA,False
Alessandro Deiola,it ITA,MF,Cagliari,Serie A,29.0,27,1268,14,1,1,,,0,0,27,5,0,3,354,12,it ITA,True
Romain Del Castillo,fr FRA,FW,Brest,Ligue 1,29.0,25,1232,14,6,4,,,3,4,29,0,0,18,469,6,fr FRA,True
Enrico Del Prato,it ITA,DF,Parma,Serie A,25.0,32,2767,30,4,0,,,0,0,31,7,0,2,1244,18,it ITA,True
Thomas Delaine,fr FRA,DF,Strasbourg,Ligue 1,33.0,2,9,0,0,0,,,0,0,1,0,0,0,0,1,fr FRA,True
Liam Delap,eng ENG,FW,Ipswich Town,Premier League,22.0,35,2552,32,12,2,,,2,2,11,10,0,40,216,2,eng ENG,True
Fisayo Dele-Bashiru,ng NGA,"MF,FW",Lazio,Serie A,24.0,20,947,12,3,1,,,0,0,10,0,0,14,315,4,it ITA,False
Andy Delort,dz ALG,FW,Montpellier,Ligue 1,33.0,8,517,7,0,0,,,0,0,4,1,0,3,54,0,fr FRA,False
Olivier Deman,be BEL,DF,Werder Bremen,Bundesliga,25.0,9,67,0,0,0,,,0,0,6,1,0,0,38,3,de GER,False
Ali Dembélé,fr FRA,DF,Torino,Serie A,21.0,13,246,2,1,0,,,0,0,6,4,1,1,90,0,it ITA,False
Ousmane Dembélé,fr FRA,FW,Paris S-G,Ligue 1,27.0,28,1657,19,21,6,,,1,1,11,1,0,41,825,9,fr FRA,True
Ermedin Demirović,ba BIH,FW,Stuttgart,Bundesliga,27.0,33,1822,20,14,1,,,0,2,11,2,0,4,254,3,de GER,False
Sepp van den Berg,nl NED,DF,Brentford,Premier League,23.0,29,2406,27,0,0,,,0,0,37,2,0,4,1007,20,eng ENG,False
Rémy Descamps,fr FRA,GK,Lyon,Ligue 1,28.0,1,90,1,0,0,4.0,0.0,0,0,0,0,0,0,27,0,fr FRA,True
Arthur Desmas,fr FRA,GK,Le Havre,Ligue 1,31.0,18,1620,18,0,0,54.0,1.0,0,0,0,2,0,0,411,0,fr FRA,True
Justin Devenny,nir NIR,MF,Crystal Palace,Premier League,21.0,21,433,4,1,0,,,0,0,14,1,0,2,127,0,eng ENG,False
Kiernan Dewsbury-Hall,eng ENG,"MF,FW",Chelsea,Premier League,26.0,12,259,2,0,1,,,0,0,8,0,0,2,127,1,eng ENG,True
Michele Di Gregorio,it ITA,GK,Juventus,Serie A,27.0,31,2790,31,0,0,66.0,0.0,0,0,0,0,0,0,719,0,it ITA,True
Giovanni Di Lorenzo,it ITA,DF,Napoli,Serie A,31.0,35,3150,35,3,2,,,0,0,65,5,0,4,1730,30,it ITA,True
Boulaye Dia,sn SEN,"MF,FW",Lazio,Serie A,28.0,33,1997,25,9,3,,,0,0,21,2,0,17,458,5,it ITA,False
Mouctar Diakhaby,gn GUI,DF,Valencia,La Liga,28.0,10,399,4,2,0,,,0,0,5,0,0,1,128,3,es ESP,False
Mamadou Diakhon,fr FRA,"FW,MF",Reims,Ligue 1,19.0,28,858,5,2,1,,,0,0,12,2,0,25,198,4,fr FRA,True
Bafodé Diakité,fr FRA,DF,Lille,Ligue 1,24.0,30,2676,30,4,1,,,0,0,31,8,1,9,1995,27,fr FRA,True
Oumar Diakité,ci CIV,FW,Reims,Ligue 1,21.0,25,1625,20,4,1,,,0,1,20,6,0,20,291,3,fr FRA,False
Amad Diallo,ci CIV,"FW,MF",Manchester Utd,Premier League,22.0,24,1721,18,7,6,,,0,0,36,3,0,39,720,11,eng ENG,False
Assane Diao,sn SEN,FW,Betis,La Liga,19.0,10,277,2,1,2,,,0,0,5,0,0,2,49,0,es ESP,False
Habib Diarra,sn SEN,"MF,FW",Strasbourg,Ligue 1,21.0,29,2334,27,4,5,,,2,2,22,6,0,13,805,13,fr FRA,False
Moussa Diarra,ml MLI,DF,Alavés,La Liga,24.0,26,1866,20,0,0,,,0,0,39,6,0,7,670,21,es ESP,False
Rúben Dias,pt POR,DF,Manchester City,Premier League,27.0,25,2091,23,0,0,,,0,0,16,4,0,2,2038,18,eng ENG,False
Krépin Diatta,sn SEN,DF,Monaco,Ligue 1,26.0,18,443,2,0,0,,,0,0,18,2,0,8,213,7,fr FRA,False
Kandet Diawara,gn GUI,FW,Le Havre,Ligue 1,25.0,1,4,0,0,0,,,0,0,0,0,0,0,1,0,fr FRA,False
Mahamadou Diawara,fr FRA,MF,Lyon,Ligue 1,20.0,2,16,0,0,0,,,0,0,1,0,0,0,6,0,fr FRA,True
Brahim Díaz,ma MAR,"FW,MF",Real Madrid,La Liga,25.0,30,1331,15,4,2,,,0,0,25,0,0,24,542,4,es ESP,False
Daniel Díaz,es ESP,MF,Real Sociedad,La Liga,18.0,1,10,0,0,0,,,0,0,1,0,0,0,1,0,es ESP,True
Luis Díaz,co COL,FW,Liverpool,Premier League,28.0,34,2303,27,13,5,,,0,0,35,2,0,51,710,7,eng ENG,False
Pedro Díaz,es ESP,MF,Rayo Vallecano,La Liga,26.0,23,1067,11,3,0,,,0,1,21,2,0,16,397,6,es ESP,True
Tyler Dibling,eng ENG,"FW,MF",Southampton,Premier League,19.0,32,1807,19,2,0,,,0,0,34,6,0,44,489,8,eng ENG,True
Diego,es ESP,"FW,MF",Leganés,La Liga,25.0,25,1018,11,3,0,,,0,0,0,2,0,3,106,2,es ESP,True
Justin Diehl,de GER,"FW,DF",Stuttgart,Bundesliga,20.0,6,104,0,1,0,,,0,0,1,0,0,3,42,0,de GER,True
Bamba Dieng,sn SEN,FW,Angers,Ligue 1,25.0,18,532,5,3,0,,,1,1,4,1,0,2,80,0,fr FRA,False
Eric Dier,eng ENG,DF,Bayern Munich,Bundesliga,31.0,20,1378,15,2,1,,,0,0,17,1,0,2,1242,20,de GER,False
Lucas Digne,fr FRA,DF,Aston Villa,Premier League,31.0,32,2351,28,0,4,,,0,0,65,4,0,9,956,25,eng ENG,False
Kembo Diliwidi,fr FRA,DF,Lens,Ligue 1,19.0,1,4,0,0,0,,,0,0,0,0,0,0,2,0,fr FRA,True
Federico Dimarco,it ITA,"DF,FW",Inter,Serie A,27.0,31,2051,27,4,7,,,0,0,23,3,0,3,919,14,it ITA,True
Stole Dimitrievski,mk MKD,GK,Valencia,La Liga,31.0,4,360,4,0,0,6.0,0.0,0,0,0,1,0,0,68,0,es ESP,False
Junior Dina Ebimbe,fr FRA,"MF,FW",Eint Frankfurt,Bundesliga,24.0,7,293,3,0,1,,,0,0,3,0,0,5,71,7,de GER,False
Eren Dinkçi,de GER,"MF,FW",Freiburg,Bundesliga,23.0,23,1196,13,0,3,,,0,0,21,1,0,16,297,7,de GER,True
Sinaly Diomande,ci CIV,DF,Auxerre,Ligue 1,24.0,22,1855,21,3,2,,,0,0,36,5,0,8,786,28,fr FRA,False
Yan Diomandé,ci CIV,"FW,MF",Leganés,La Liga,18.0,7,322,4,1,0,,,0,0,5,1,0,9,76,5,es ESP,False
Lois Diony,fr FRA,FW,Angers,Ligue 1,32.0,1,21,0,0,0,,,0,0,0,0,0,0,1,0,fr FRA,True
Issa Diop,fr FRA,DF,Fulham,Premier League,28.0,21,1339,15,0,0,,,0,0,26,2,0,1,663,9,eng ENG,False
Sérigné Diop,sn SEN,FW,Brest,Ligue 1,20.0,2,4,0,0,0,,,0,0,1,0,0,0,2,0,fr FRA,False
Sofiane Diop,fr FRA,"MF,FW",Nice,Ligue 1,24.0,27,1042,8,6,3,,,0,0,23,3,0,10,421,16,fr FRA,True
Andy Diouf,fr FRA,MF,Lens,Ligue 1,21.0,33,2146,26,1,1,,,0,0,36,2,0,42,822,13,fr FRA,True
Yehvann Diouf,fr FRA,GK,Reims,Ligue 1,25.0,33,2970,33,0,0,128.0,1.0,0,0,2,1,0,2,841,1,fr FRA,True
Assane Dioussé,sn SEN,MF,Auxerre,Ligue 1,27.0,16,656,7,0,0,,,0,0,15,1,0,2,310,12,fr FRA,False
Axel Disasi,fr FRA,DF,Chelsea,Premier League,27.0,6,364,4,1,0,,,0,0,7,1,0,1,266,2,eng ENG,False
Roman Dixon,eng ENG,DF,Everton,Premier League,20.0,1,90,1,0,0,,,0,0,5,0,0,0,11,1,eng ENG,True
Álvaro djaló,es ESP,FW,Athletic Club,La Liga,25.0,17,659,7,1,0,,,0,0,8,2,0,14,85,1,es ESP,True
Djené,tg TOG,"DF,MF",Getafe,La Liga,33.0,30,2458,30,0,0,,,0,0,25,10,1,7,671,21,es ESP,False
Nasser Djiga,bf BFA,"DF,FW",Wolves,Premier League,22.0,4,21,0,0,0,,,0,0,0,0,0,0,8,2,eng ENG,False
Berat Djimsiti,al ALB,DF,Atalanta,Serie A,32.0,32,2460,30,1,2,,,0,0,49,4,0,1,1399,36,it ITA,False
Marko Dmitrović,rs SRB,GK,Leganés,La Liga,33.0,29,2610,29,0,0,94.0,0.0,0,0,1,0,0,1,422,0,es ESP,False
Ritsu Doan,jp JPN,"FW,MF",Freiburg,Bundesliga,26.0,33,2772,32,9,7,,,0,0,63,2,0,55,751,14,de GER,False
Dodô,br BRA,DF,Fiorentina,Serie A,26.0,32,2845,32,0,5,,,0,0,41,7,0,46,1217,33,it ITA,False
Danilho Doekhi,nl NED,DF,Union Berlin,Bundesliga,26.0,33,2970,33,1,1,,,0,0,36,4,0,3,968,42,de GER,False
Matt Doherty,ie IRL,DF,Wolves,Premier League,33.0,29,2022,24,2,1,,,0,0,37,6,0,11,1042,22,eng ENG,False
Jeremy Doku,be BEL,"FW,MF",Manchester City,Premier League,22.0,27,1442,15,3,6,,,0,0,30,1,0,107,582,4,eng ENG,False
Marc Domenech,es ESP,"FW,MF",Mallorca,La Liga,19.0,7,204,2,0,0,,,0,0,3,0,0,1,25,0,es ESP,True
Álex Domínguez,es ESP,GK,Toulouse,Ligue 1,26.0,1,19,0,0,0,0.0,0.0,0,0,0,0,0,0,8,0,fr FRA,False
Benjamín Domínguez,ar ARG,FW,Bologna,Serie A,21.0,23,1246,16,3,2,,,0,0,18,0,0,28,269,4,it ITA,False
Carlos Dominguez,es ESP,DF,Celta Vigo,La Liga,24.0,16,994,11,0,0,,,0,0,21,1,0,2,737,9,es ESP,True
Israel Domínguez,es ESP,FW,Sevilla,La Liga,22.0,1,18,0,0,0,,,0,0,0,0,0,0,2,0,es ESP,True
Nicolás Domínguez,ar ARG,"MF,FW",Nott'ham Forest,Premier League,26.0,32,1807,21,0,1,,,0,0,78,9,0,3,763,29,eng ENG,False
Sergi Dominguez,es ESP,DF,Barcelona,La Liga,20.0,3,172,2,0,0,,,0,0,1,1,0,0,171,3,es ESP,True
Gianluigi Donnarumma,it ITA,GK,Paris S-G,Ligue 1,26.0,23,2001,23,0,0,48.0,0.0,0,0,1,2,0,0,531,0,fr FRA,False
Patrick Dorgu,dk DEN,"DF,FW",Lecce,Serie A,20.0,21,1840,21,3,1,,,0,0,45,2,1,13,580,18,it ITA,False
Alfie Dorrington,eng ENG,DF,Tottenham,Premier League,20.0,1,14,0,0,0,,,0,0,0,0,0,0,15,0,eng ENG,True
Niklas Dorsch,de GER,MF,Heidenheim,Bundesliga,27.0,21,1290,18,2,2,,,0,0,27,5,1,7,547,17,de GER,True
Alberto Dossena,it ITA,DF,Como,Serie A,26.0,23,1825,20,0,2,,,0,0,33,1,1,4,894,22,it ITA,True
Abdoulaye Doucouré,ml MLI,MF,Everton,Premier League,32.0,31,2485,30,3,2,,,0,0,46,5,1,24,694,9,eng ENG,False
Cheick Doucouré,ml MLI,MF,Crystal Palace,Premier League,25.0,13,452,4,0,0,,,0,0,16,1,0,2,174,11,eng ENG,False
Sékou Doucoure,fr FRA,DF,Nantes,Ligue 1,20.0,2,12,0,0,0,,,0,0,0,0,0,0,4,0,fr FRA,True
Désiré Doué,fr FRA,"FW,MF",Paris S-G,Ligue 1,19.0,30,1699,18,6,6,,,0,0,47,1,0,57,917,13,fr FRA,True
Guela Doué,ci CIV,DF,Strasbourg,Ligue 1,22.0,31,2627,29,1,1,,,0,0,62,7,0,24,1643,32,fr FRA,False
Douglas,br BRA,MF,Nantes,Ligue 1,28.0,27,2217,27,4,2,,,0,0,66,8,0,12,976,31,fr FRA,False
Ismaël Doukouré,fr FRA,"DF,MF",Strasbourg,Ligue 1,21.0,30,2549,30,1,1,,,0,0,38,7,0,12,1433,25,fr FRA,True
Issa Doumbia,ci CIV,MF,Venezia,Serie A,21.0,21,834,9,0,0,,,0,0,13,0,0,9,182,7,it ITA,False
Kamory Doumbia,ml MLI,"MF,FW",Brest,Ligue 1,22.0,29,1259,12,3,2,,,0,0,37,1,0,19,523,26,fr FRA,False
Amidou Doumbouya,fr FRA,DF,Nice,Ligue 1,17.0,2,46,0,0,0,,,0,0,1,0,0,1,19,1,fr FRA,True
Anastasios Douvikas,gr GRE,FW,Celta Vigo,La Liga,25.0,20,700,6,3,1,,,0,0,9,2,0,4,76,3,es ESP,False
Artem Dovbyk,ua UKR,FW,Roma,Serie A,27.0,31,2333,26,12,2,,,2,2,4,0,0,7,304,2,it ITA,False
Flynn Downes,eng ENG,MF,Southampton,Premier League,26.0,25,1971,23,1,0,,,0,0,46,11,0,5,906,31,eng ENG,True
Tommy Doyle,eng ENG,MF,Wolves,Premier League,23.0,24,488,3,0,1,,,0,0,11,1,0,5,321,5,eng ENG,True
Radu Drăgușin,ro ROU,DF,Tottenham,Premier League,23.0,16,1252,14,0,0,,,0,0,10,1,0,0,716,15,eng ENG,False
Patrick Drewes,de GER,GK,Bochum,Bundesliga,32.0,21,1890,21,0,0,51.0,2.0,0,0,0,2,0,0,565,0,de GER,True
Tim Drexler,de GER,DF,Hoffenheim,Bundesliga,20.0,8,357,5,0,0,,,0,0,17,2,0,0,153,1,de GER,True
Domingos Duarte,pt POR,DF,Getafe,La Liga,30.0,19,1621,18,1,0,,,0,0,23,4,1,0,448,13,es ESP,False
Martin Dúbravka,sk SVK,GK,Newcastle Utd,Premier League,36.0,10,900,10,0,0,29.0,0.0,0,0,0,0,0,0,265,0,eng ENG,False
Marvin Ducksch,de GER,FW,Werder Bremen,Bundesliga,31.0,31,2334,29,7,7,,,1,2,10,3,0,7,524,8,de GER,True
Ondrej Duda,sk SVK,MF,Hellas Verona,Serie A,30.0,27,2305,26,1,2,,,0,0,44,12,1,24,928,31,it ITA,False
Duk,cv CPV,"MF,FW",Leganés,La Liga,25.0,8,148,1,0,0,,,0,0,7,1,0,10,26,0,es ESP,False
Denzel Dumfries,nl NED,"DF,FW",Inter,Serie A,29.0,27,1834,19,6,2,,,0,0,26,4,0,11,552,6,it ITA,False
Alfred Duncan,gh GHA,MF,Venezia,Serie A,32.0,16,957,12,0,0,,,0,0,17,2,0,13,404,8,it ITA,False
Lewis Dunk,eng ENG,DF,Brighton,Premier League,33.0,25,2083,23,0,0,,,0,0,17,5,0,0,1778,13,eng ENG,True
Jáder Durán,co COL,FW,Aston Villa,Premier League,21.0,20,638,4,7,0,,,0,0,8,3,1,3,115,0,eng ENG,False
Pablo Durán,es ESP,"FW,MF",Celta Vigo,La Liga,23.0,24,1268,14,4,4,,,0,0,14,3,0,12,271,8,es ESP,True
Julien Duranville,be BEL,"FW,MF",Dortmund,Bundesliga,19.0,11,277,2,0,0,,,0,0,3,3,0,12,54,0,de GER,False
Hugo Duro,es ESP,FW,Valencia,La Liga,25.0,28,2050,24,11,2,,,1,1,12,3,0,7,284,10,es ESP,True
Jean-Kevin Duverne,ht HAI,DF,Nantes,Ligue 1,27.0,9,537,7,0,0,,,0,0,21,2,0,2,238,8,fr FRA,False
Paulo Dybala,ar ARG,"FW,MF",Roma,Serie A,31.0,24,1417,16,6,3,,,3,3,17,2,0,11,596,2,it ITA,False
Stefan Džodić,rs SRB,"DF,MF",Montpellier,Ligue 1,20.0,6,197,2,0,0,,,0,0,8,2,1,0,114,4,fr FRA,False
Adam Dźwigała,pl POL,"DF,MF",St. Pauli,Bundesliga,29.0,15,346,2,0,0,,,0,0,20,2,1,1,156,3,de GER,False
Aron Dønnum,no NOR,"DF,MF",Toulouse,Ligue 1,27.0,32,2689,31,2,2,,,0,0,56,6,0,47,880,28,fr FRA,False
Enzo Ebosse,cm CMR,DF,Udinese,Serie A,26.0,2,90,0,0,0,,,0,0,0,1,0,1,48,1,it ITA,False
Tyronne Ebuehi,ng NGA,"DF,MF",Empoli,Serie A,29.0,3,66,0,0,0,,,0,0,2,0,0,1,30,2,it ITA,False
Ederson,br BRA,GK,Manchester City,Premier League,31.0,24,2140,24,0,4,49.0,0.0,0,0,0,3,0,0,741,1,eng ENG,False
Éderson,br BRA,MF,Atalanta,Serie A,25.0,34,2745,31,4,1,,,0,0,50,5,1,21,1617,35,it ITA,False
Noah Edjouma,fr FRA,"MF,FW",Toulouse,Ligue 1,19.0,10,171,1,2,0,,,0,0,2,0,1,4,36,2,fr FRA,True
George Edmundson,eng ENG,DF,Ipswich Town,Premier League,27.0,1,2,0,0,0,,,0,0,0,0,0,0,1,0,eng ENG,True
Odsonne Édouard,fr FRA,FW,Leicester City,Premier League,27.0,4,29,0,0,0,,,0,0,1,0,0,1,6,0,eng ENG,False
Samuel Edozie,eng ENG,"DF,FW",Southampton,Premier League,22.0,2,65,0,0,0,,,0,0,3,1,0,2,25,0,eng ENG,True
Ronnie Edwards,eng ENG,DF,Southampton,Premier League,22.0,1,12,0,0,0,,,0,0,0,0,0,0,5,0,eng ENG,True
Johannes Eggestein,de GER,FW,St. Pauli,Bundesliga,27.0,26,1826,22,3,4,,,1,2,5,3,0,7,397,0,de GER,True
Maximilian Eggestein,de GER,MF,Freiburg,Bundesliga,28.0,32,2755,32,2,0,,,0,0,55,4,0,11,1176,38,de GER,True
Kingsley Ehizibue,nl NED,DF,Udinese,Serie A,29.0,31,2323,28,0,1,,,0,0,52,5,0,11,700,21,it ITA,False
Chidera Ejuke,ng NGA,FW,Sevilla,La Liga,27.0,24,962,9,2,1,,,0,0,19,0,0,47,360,5,es ESP,False
Jeff Ekhator,it ITA,"FW,MF",Genoa,Serie A,18.0,23,741,6,1,1,,,0,0,7,1,0,4,107,2,it ITA,True
Hugo Ekitike,fr FRA,FW,Eint Frankfurt,Bundesliga,22.0,32,2475,30,15,7,,,1,3,16,1,0,51,479,7,de GER,False
Jurgen Ekkelenkamp,nl NED,MF,Udinese,Serie A,25.0,32,1727,18,3,2,,,0,0,35,2,0,8,527,12,it ITA,False
Jacques Ekomie,ga GAB,DF,Angers,Ligue 1,21.0,17,636,6,0,0,,,0,0,21,1,0,4,175,4,fr FRA,False
Emmanuel Ekong,se SWE,"MF,FW",Empoli,Serie A,22.0,15,186,0,0,0,,,0,0,4,1,0,7,30,1,it ITA,False
Caleb Ekuban,gh GHA,FW,Genoa,Serie A,31.0,16,513,3,1,3,,,0,0,3,1,0,2,64,1,it ITA,False
Pierre Ekwah Elimby,fr FRA,MF,Saint-Étienne,Ligue 1,23.0,27,2395,27,1,0,,,0,0,53,3,0,14,1337,45,fr FRA,True
Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,Premier League,23.0,36,2322,29,6,10,,,0,0,18,1,0,25,501,6,eng ENG,False
Meschak Elia,cd COD,FW,Nantes,Ligue 1,27.0,8,170,1,1,0,,,0,0,7,0,0,2,35,0,fr FRA,False
Mikael Ellertsson,is ISL,"DF,MF",Venezia,Serie A,23.0,33,2226,26,2,2,,,0,0,51,2,0,14,398,13,it ITA,False
Harvey Elliott,eng ENG,"MF,FW",Liverpool,Premier League,22.0,16,275,1,0,1,,,0,0,4,1,0,3,186,1,eng ENG,True
Elif Elmas,mk MKD,MF,RB Leipzig,Bundesliga,25.0,2,44,0,0,0,,,0,0,3,1,0,1,13,0,de GER,False
Aritz Elustondo,es ESP,DF,Real Sociedad,La Liga,31.0,20,1277,14,0,0,,,0,0,18,2,1,3,670,9,es ESP,True
Nico Elvedi,ch SUI,DF,Gladbach,Bundesliga,28.0,24,2045,24,1,1,,,0,0,38,1,0,0,1332,29,de GER,False
Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,La Liga,33.0,33,1546,17,1,1,,,0,0,38,4,0,19,369,13,es ESP,True
Breel Embolo,ch SUI,"FW,MF",Monaco,Ligue 1,28.0,29,1841,19,6,4,,,0,0,22,5,0,14,299,3,fr FRA,False
Emanuel Emegha,nl NED,FW,Strasbourg,Ligue 1,22.0,27,2293,27,14,3,,,0,0,6,5,0,7,273,1,fr FRA,False
Emerson,br BRA,DF,Milan,Serie A,26.0,17,1377,16,0,0,,,0,0,45,5,0,7,784,14,it ITA,False
Yunus Emre Konak,tr TUR,"FW,MF",Brentford,Premier League,19.0,10,42,0,0,0,,,0,0,4,0,0,0,26,0,eng ENG,False
Julio Enciso,py PAR,"MF,FW",Brighton,Premier League,21.0,12,294,2,0,0,,,0,0,0,0,0,10,99,0,eng ENG,False
Wataru Endo,jp JPN,MF,Liverpool,Premier League,32.0,18,237,1,0,0,,,0,0,11,0,0,2,148,3,eng ENG,False
Endrick,br BRA,FW,Real Madrid,La Liga,18.0,20,233,1,1,0,,,0,0,1,1,0,3,40,3,es ESP,False
Yannik Engelhardt,de GER,"MF,DF",Como,Serie A,24.0,25,1126,11,1,1,,,0,0,28,4,0,9,594,11,it ITA,False
Arne Engels,be BEL,"MF,FW",Augsburg,Bundesliga,21.0,1,79,1,0,0,,,0,0,0,1,0,0,19,0,de GER,False
Christian Eriksen,dk DEN,MF,Manchester Utd,Premier League,33.0,22,1036,11,0,2,,,0,0,19,4,0,0,579,7,eng ENG,False
Martin Erlic,hr CRO,DF,Bologna,Serie A,27.0,8,334,5,0,0,,,0,0,2,0,0,0,220,2,it ITA,False
Patrick Erras,de GER,DF,Holstein Kiel,Bundesliga,30.0,10,832,10,1,0,,,0,0,8,2,0,0,469,9,de GER,True
Alfonso Espino,uy URU,DF,Rayo Vallecano,La Liga,33.0,14,749,8,0,0,,,0,0,37,4,0,5,318,11,es ESP,False
Sebastiano Esposito,it ITA,"FW,MF",Empoli,Serie A,22.0,31,2181,25,8,0,,,1,2,54,1,0,29,422,12,it ITA,True
Romain Esse,eng ENG,MF,Crystal Palace,Premier League,19.0,5,47,0,1,0,,,0,0,2,0,0,0,18,1,eng ENG,True
Samuel Essende,cd COD,FW,Augsburg,Bundesliga,27.0,30,1636,21,7,2,,,0,0,7,4,2,14,196,0,de GER,False
Dario Essugo,pt POR,MF,Las Palmas,La Liga,20.0,24,1758,23,1,0,,,0,0,57,11,2,11,710,42,es ESP,False
Estanis,es ESP,FW,Bologna,Serie A,21.0,1,9,0,0,0,,,0,0,0,0,0,2,7,0,it ITA,False
Nahuel Estévez,ar ARG,MF,Parma,Serie A,29.0,13,644,7,0,0,,,0,0,14,2,0,2,235,3,it ITA,False
Pervis Estupiñán,ec ECU,DF,Brighton,Premier League,27.0,29,2312,25,1,1,,,0,0,60,5,0,16,1288,36,eng ENG,False
Etienne Eto'o,cm CMR,FW,Rayo Vallecano,La Liga,22.0,2,40,0,0,0,,,0,0,0,0,0,0,1,0,es ESP,False
Karl Etta,cm CMR,"FW,MF",Villarreal,La Liga,21.0,2,9,0,1,0,,,0,0,0,0,0,0,0,0,es ESP,False
Evanilson,br BRA,FW,Bournemouth,Premier League,25.0,29,2148,26,10,1,,,0,1,16,1,1,6,224,0,eng ENG,False
Jake Evans,,FW,Leicester City,Premier League,,2,8,0,0,0,,,0,0,0,0,0,0,1,0,eng ENG,False
Jonny Evans,nir NIR,DF,Manchester Utd,Premier League,37.0,6,290,3,0,0,,,0,0,7,1,0,1,174,4,eng ENG,False
Edu Expósito,es ESP,MF,Espanyol,La Liga,28.0,16,806,9,0,2,,,0,0,20,2,0,13,237,11,es ESP,True
Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,Premier League,26.0,32,2517,30,7,8,,,1,2,39,1,0,64,759,11,eng ENG,True
Abde Ezzalzouli,ma MAR,"FW,MF",Betis,La Liga,23.0,29,1840,21,2,2,,,0,1,35,2,0,45,506,6,es ESP,False
Giovanni Fabbian,it ITA,MF,Bologna,Serie A,22.0,28,958,8,3,1,,,0,0,10,2,0,1,135,2,it ITA,True
Łukasz Fabiański,pl POL,GK,West Ham,Premier League,40.0,13,1070,12,0,0,47.0,0.0,0,0,0,2,0,2,304,0,eng ENG,False
Alieu Fadera,gm GAM,"FW,DF",Como,Serie A,23.0,28,1644,20,1,3,,,0,0,64,2,1,26,441,12,it ITA,False
Wout Faes,be BEL,DF,Leicester City,Premier League,27.0,32,2635,28,1,0,,,0,0,39,4,0,5,1288,26,eng ENG,False
Nicolò Fagioli,it ITA,MF,Juventus,Serie A,24.0,17,571,5,0,0,,,0,0,14,4,0,2,370,2,it ITA,True
Romain Faivre,fr FRA,"MF,FW",Brest,Ligue 1,26.0,20,899,10,3,2,,,1,1,13,2,0,17,311,4,fr FRA,True
Wladimiro Falcone,it ITA,GK,Lecce,Serie A,30.0,36,3240,36,0,0,114.0,1.0,0,0,0,1,0,0,701,0,it ITA,True
Davide Faraoni,it ITA,DF,Hellas Verona,Serie A,33.0,8,260,3,0,0,,,0,0,10,1,0,0,65,2,it ITA,True
Abdul Fatawu Issahaku,gh GHA,FW,Leicester City,Premier League,21.0,11,579,6,0,2,,,0,0,21,0,0,29,123,4,eng ENG,False
Ansu Fati,es ESP,FW,Barcelona,La Liga,22.0,6,233,3,0,0,,,0,0,4,1,0,5,104,1,es ESP,True
